,hotel_name,nationality,rating,review_text,sentiment_score,sentiment
19340,PREMIER SUITES PLUS Antwerp,Portugal,5.0,wake renovation two next mine much noise street advertising placard two strong right next window illuminate night hand soap flood bathroom sometimes water sometimes sometimes flip sometimes sometimes towel dry sometimes sometimes find dirty oven sometimes find dishwasher machine dirty inside,0.1779,Neutral
19341,Renaissance Brussels Hotel,Belgium,9.0,thing miss kind food service fault pandemic wish clear book book say breakfast include say enough nice staff person go way provide exceptional service spite covid truly go beyond also really nice place great bedding great particularly shampoo never say shampoo,0.9597,Positive
19343,Hotel Made In Louise,Belgium,10.0,nothing good clean team welcome good location,-0.4714,Neutral
19344,nhow Brussels Bloom,Germany,1.0,book road particular parking select hotel dispose one get call say would get another another please come initially book already difficult find book due endless construction one way street new pedestrian zone dispose parking take min get one way street walk spent another min bring car public garage bed bad rating due fact parking end get book try best,0.128,Neutral
19345,Citadines Sainte Catherine Brussels,Ukraine,9.6,nice stay well right city center parking nearby min walk,0.5994,Positive
19346,Motel One Brussels,United Arab Emirates,7.5,breakfast must international staff specially reception helpful always,0.4215,Neutral
19347,The Plaza Hotel Antwerp,Germany,8.8,happy amount inclusive breakfast everything,0.5719,Positive
19348,"Radisson Blu Hotel, Bruges",Germany,10.0,well marked street reach public parking garage first floor location great inside old town hard reach every location car find parking lot close walk distance outside reachable car great bright floor ceiling spacious bathroom kind staff good breakfast,0.9601,Positive
19350,Jam Hotel,United Kingdom,5.8,air con,0.0,Neutral
19351,Begijnhof Hotel,United Kingdom,8.5,initially put without air know always air con previous stay temperature c stay exam time even fan give air con make huge difference really like caveat summer must insist air con book elsewhere also often think staff excellent really helpful beautiful peaceful backing onto world heritage site great quarter location good sit exam university stay initial problem air con sort stayed would stay would recommend air con must summer heat rival great like hot sight see,0.9879,Positive
19352,Hotel Old Tom,United Kingdom,7.5,steep lift difficulty one whose mobility poor maybe fault convenient gate staff friendly helpful,-0.296,Neutral
19353,PREMIER SUITES PLUS Antwerp,Netherlands,10.0,clean good location large friendly helpful staff,0.891,Positive
19354,Renaissance Brussels Hotel,Belgium,7.0,swim pool restriction reservation window broken outside room cosy comfortable,-0.2263,Neutral
19356,Hotel Made In Louise,Belgium,8.8,clean excellent breakfast friendly staff definitely go back,0.9062,Positive
19357,nhow Brussels Bloom,France,10.0,everything,0.0,Neutral
19359,Motel One Brussels,Netherlands,10.0,nice lounge,0.4215,Neutral
19360,The Plaza Hotel Antwerp,Netherlands,7.1,breakfast expensive easily well breakfast nearby town style bit outdated staff friendly sweet clean location nice center city easy reach like walk tram nearby rent bike electric scooter quiet really safe,0.9716,Positive
19361,"Radisson Blu Hotel, Bruges",France,8.0,could locate property easily food good,0.6486,Positive
19363,Jam Hotel,Iceland,10.0,hip cool,0.3182,Neutral
19364,Begijnhof Hotel,United Kingdom,8.8,bar service little slow bed comfortable bedding also exceptionally beautiful,0.8036,Positive
19365,Hotel Old Tom,United Kingdom,8.8,night inform breakfast available restaurant close fair enough little especially tea coffee prior warn breakfast limited vegetarian wheat intolerance little staff helpful friendly clean comfortable great location,0.9388,Positive
19367,Renaissance Brussels Hotel,Netherlands,9.0,husband great time stay pool amaze,0.8225,Positive
19369,Hotel Made In Louise,Belgium,10.0,valentine weekend due covid restrict context social close especially time amazingly welcome staff every single request relentless attention detail make stay absolutely perfect even forgot book special dinner menu beforehand still make happen last minute hour time thanks back location middle great neighborhood shopping close city center spotless bed comfortable definitely anyone want stay couple night stroll around lovely street also global pandemic,0.9775,Positive
19370,nhow Brussels Bloom,Spain,6.0,high half do work fell noise restaurant stuff really nice specially girl delicious although super expensive good location,0.9273,Positive
19371,Citadines Sainte Catherine Brussels,Germany,7.9,bathroom could well staff extremely nice helpful location,0.8059,Positive
19372,Motel One Brussels,Ireland,10.0,nithing,0.0,Neutral
19373,The Plaza Hotel Antwerp,United Arab Emirates,7.9,hallway bit dirty staff helpful,-0.0258,Neutral
19374,"Radisson Blu Hotel, Bruges",Ireland,9.2,downfall iron work bed super comfortable bar lovely quiet even though busy meant get great sleep,0.9442,Positive
19376,Jam Hotel,Australia,5.0,lift tiny fit two people luggage air make stay really uncomfortable heat wave small desk fan really help slight hostel feel city super convenient take public transport cool restaurant nice albeit bar area great,0.9517,Positive
19377,Begijnhof Hotel,United Kingdom,9.2,would fresh bread breakfast day seem fresh much selection breakfast later rather early room brown dark lovely location perfect great atmosphere lovely beer clean lot wonderfully place beautiful garden clean polite helpful staff,0.9882,Positive
19378,Hotel Old Tom,United Kingdom,7.1,bloody noise outside building show never stop,-0.2528,Neutral
19380,Renaissance Brussels Hotel,Spain,7.0,front desk poor management need disappoint management situation staff could acceptable stay give turn bad,-0.7906,Negative
19382,Hotel Made In Louise,Belgium,8.0,less choice breakfast due sanitary fault buffet still good healthy room bed breakfast staff fire place,0.128,Neutral
19383,nhow Brussels Bloom,Malta,10.0,finish good daily cleaning service well staff reception polite super helpful ordinary well print boarding ticket upon return pick baggage problem,0.8779,Positive
19384,Citadines Sainte Catherine Brussels,Australia,9.2,extra towel rail bathroom good like face court yard nice everywhere want go within reach lot nearby nice,0.886,Positive
19385,Motel One Brussels,Kyrgyzstan,10.0,good breakfast also interior fast wi fi,0.4404,Neutral
19386,The Plaza Hotel Antwerp,Australia,9.2,nearby,0.0,Neutral
19387,"Radisson Blu Hotel, Bruges",United Kingdom,9.2,large view look onto waste land road also find annoy try reduce plastic waste still insist plastic plastic everything wrap plastic still free water would easy jug nice clean lovely big comfy delicious breakfast train station noise though lovely min walk park fine even,0.946,Positive
19389,Jam Hotel,Australia,4.6,air con move put bag one really small fan person bedroom,0.3774,Neutral
19390,Begijnhof Hotel,United Kingdom,9.2,shower powerful lovely quiet clean comfortable garden beautiful peaceful place drink coffee short walk fantastic architecture lively plenty free parking site breakfast good although little expensive,0.9854,Positive
19392,Renaissance Brussels Hotel,Netherlands,9.0,nothing think clean comfortable breakfast use pool ni comment,-0.6072,Negative
19394,Hotel Made In Louise,Germany,10.0,breakfast,0.0,Neutral
19395,nhow Brussels Bloom,Netherlands,5.4,bathroom clean hard corner noisy loud due construction work building early inform road next busy hear traffic night long parking garage one night parking breakfast fantastic,0.6369,Positive
19396,Citadines Sainte Catherine Brussels,Russia,7.5,everything perfect location great staff nice polite helpful clean one night stay child sure stay,0.9545,Positive
19397,Motel One Brussels,Turkey,10.0,think pay breakfast might well bit hassle go upstairs pay come back also variety breakfast enough might definitely well pretty much everything staff character location simply excellent would definitely stay hello reception desk,0.9287,Positive
19398,The Plaza Hotel Antwerp,Netherlands,7.5,parking facility lock completely rearrange half garage enable get spare rate per day completely range get fair choice book large balcony switch big small balcony rate,0.3744,Neutral
19399,"Radisson Blu Hotel, Bruges",United Kingdom,9.2,great value money close city center reasonable parking fee,0.7579,Positive
19401,Jam Hotel,France,8.0,extra bed especially pool although small provide pleasant,0.5106,Positive
19402,Begijnhof Hotel,Germany,8.3,room price good high price breakfast parking city center yet quiet,0.4404,Neutral
19404,Renaissance Brussels Hotel,Belgium,9.2,excellent location close parliament nice fitness center breakfast good parking garage convenient good price,0.9246,Positive
19406,Hotel Made In Louise,United Kingdom,9.0,clean modern attentive staff,0.4019,Neutral
19407,nhow Brussels Bloom,United Kingdom,10.0,one slight niggle take quite make one machine lot people want use great staff lot everywhere good value,0.8658,Positive
19408,Citadines Sainte Catherine Brussels,Switzerland,8.8,breakfast average close train station good restaurant around hotel,0.4404,Neutral
19409,Motel One Brussels,Ireland,9.6,heat much location perfect price fair staff incredibly helpful,0.8439,Positive
19410,The Plaza Hotel Antwerp,Turkey,7.5,staff cold disturb guy door didnt even say sorry guy taxi leave airport change career choice unfriendly unfit hospitality large spacious location,-0.6343,Negative
19411,"Radisson Blu Hotel, Bruges",United Kingdom,9.6,minute delay owe computer problem however minor point could happen location brilliant away train station yet also within easy walk distance city modern around year old result high spec champagne breakfast great,0.8402,Positive
19413,Jam Hotel,Netherlands,7.0,lot noise street police ambulance wake night early morning even heavy sleeper well luckily open window little time dull smell go away location nice neighborhood many within walk distance nice place take walk even staff nice pool clean nice view,0.9421,Positive
19414,Begijnhof Hotel,Saudi Arabia,9.6,noise come staff location kindness citizen,0.4588,Neutral
19415,Renaissance Brussels Hotel,Croatia,9.0,didnt like fact day advance whole amount know non rate first time travel life check please dont repeat non anyone book via book pay right away crazy book day advance stay longer company pay hotel offer discount early book hotel pay soon book choose non rate nice think kind move understand non crazy make pay many day check arrive hotel please change policy great breakfast great gym sauna pool location perfect center away rush noise think make relax zone sauna place,0.9523,Positive
19417,Hotel Made In Louise,Luxembourg,10.0,nice super clean super location lovely staff go place,0.9524,Positive
19418,nhow Brussels Bloom,Greece,10.0,decoration exceptional,0.0,Neutral
19419,Citadines Sainte Catherine Brussels,Belgium,7.9,breakfast breakfast,0.0,Neutral
19420,Motel One Brussels,United States,7.9,bathroom smelt like use location,0.3612,Neutral
19421,The Plaza Hotel Antwerp,Netherlands,9.6,like lot stylish,0.3612,Neutral
19422,"Radisson Blu Hotel, Bruges",United Kingdom,9.6,think anything location excellent easy road access next railway station minute walk away excellent large comfortable bed double aspect large although view fairly industrial breakfast excellent range food could wish nice cozy bar late even drink staff pleasant helpful time,0.9816,Positive
19423,Renaissance Brussels Hotel,Brazil,8.3,cleaning water deposit machine hair dust toilet dirt quality attention staff swim pool help u rest intense day good dinner restaurant,0.5423,Positive
19425,Hotel Made In Louise,Belgium,8.0,water breakfast good efficient super clean comfortable,0.9393,Positive
19426,nhow Brussels Bloom,Netherlands,6.0,design stupid wooden stick everywhere big much furniture eats space bed huge comfortably firm,0.1779,Neutral
19427,Citadines Sainte Catherine Brussels,United Kingdom,8.3,,0.0,Neutral
19428,Motel One Brussels,Malta,8.3,slightly hot partner fine due situate main road open noisy work cool winter superb location really clean sleek,0.8492,Positive
19429,"Radisson Blu Hotel, Bruges",France,9.2,friendly clean comfortable breakfast amaze,0.9136,Positive
19430,Renaissance Brussels Hotel,Malta,8.8,couple night horrible run around sleep till late also indoor pool area need next eu parliament next train station convenient travel central enough middle quiet front office u well also concierge always u b always nice host help,0.4767,Neutral
19431,Hotel Made In Louise,United States,10.0,clean nice staff great courtyard take breakfast,0.8625,Positive
19432,nhow Brussels Bloom,Germany,10.0,really nicely design fabulous breakfast really friendly staff plus get little surprise day,0.9033,Positive
19433,Citadines Sainte Catherine Brussels,United Kingdom,7.1,equipment provide cooking adequate best one spare toilet roll enough although easy get location close yet excellent local free coffee tea day,0.9432,Positive
19434,"Radisson Blu Hotel, Bruges",United Kingdom,8.3,breakfast poor price staff efficient massively friendly clean tidy lovely,0.8555,Positive
19435,Renaissance Brussels Hotel,Canada,7.5,never pool open restaurant sub par staff nice quiet,0.4215,Neutral
19436,Hotel Made In Louise,Portugal,8.0,car fit garage charge spot receptionist nice helpful,0.7964,Positive
19437,nhow Brussels Bloom,Ukraine,10.0,breakfast interactive child waffle make,0.0,Neutral
19438,Citadines Sainte Catherine Brussels,Sweden,8.8,bed bit hard like water bathroom overall good price nice free coffee reception quiet dark,0.8779,Positive
19439,Renaissance Brussels Hotel,United Kingdom,7.9,restaurant limited food long wait lift stairway accessible lounge hospitable take care need well,0.5267,Positive
19440,Hotel Made In Louise,Switzerland,10.0,friend stayed long motorcycle tour every little thing cosy cute tasteful staff two young lady epitome hospitality simple human kindness warmth plain niceness,0.9265,Positive
19441,Citadines Sainte Catherine Brussels,Russia,9.2,furniture need location really good hotel really quiet place close center,0.4927,Neutral
19442,Renaissance Brussels Hotel,South Africa,9.6,nothing space good interior tasteful,-0.3412,Neutral
19443,Hotel Made In Louise,Germany,9.0,would stayed longer friendliness staff exceptional free coffee morning even though take breakfast breakfast family neighborhood courtyard nice relax morning proximity center via st nice start point day walk,0.93,Positive
19444,Hotel Made In Louise,Finland,9.0,night excellent atmosphere great welcome staff,0.8957,Positive
19445,Motel One Brussels,Poland,10.0,whenever go business trip try find motel one nearby modest quality service design choose motel one staff helpful quiet location great want see city spend time drinking famous admire beautiful architecture,0.9349,Positive
19446,Motel One Brussels,Bulgaria,10.0,favorite place city comfortable great location friendly staff,0.9274,Positive
19447,Begijnhof Hotel,Netherlands,7.9,bathroom little outdated location university fine look little tire could use paint job redecoration modern standard far away best thing restaurant cum last memorable meal excellent service match,0.8658,Positive
19448,Hotel 't Putje,Austria,8.0,friendly stuff good,0.7269,Positive
19449,Motel One Brussels,United Kingdom,10.0,n fabulous conference manager complex felt one trainee fantastic short baldish helpful also beautiful breakfast well fabulous thank,0.967,Positive
19450,Begijnhof Hotel,United Kingdom,7.5,functional clean basic small ridiculously high price property gorgeous quiet green surroundings work well bed comfortable,0.8658,Positive
19451,Hotel 't Putje,Belgium,7.0,good location friendly people,0.7269,Positive
19452,The Plaza Hotel Antwerp,Poland,8.3,bar date breakfast good big bed comfortable situate district feel like little,0.8271,Positive
19453,Motel One Brussels,Germany,10.0,quiet,0.0,Neutral
19454,B&B La Porte Cochère,Belgium,10.0,accommodation superb exceptional location perfect building beautiful beautifully decorate look garden breakfast din delightful food delicious welcome helpful back,0.9829,Positive
19455,Violet Suites,Netherlands,7.9,little expensive get small scale couple bathroom separate toilet common area fully kitchen coffee tea provide even small butter jelly,0.0,Neutral
19456,Hotel Van Eyck,United Kingdom,10.0,friendly atmosphere since walk door absolutely fantastic staff breakfast fresh make tasty highly everyone look good holiday relax,0.9528,Positive
19457,Albert Molière,United States,10.0,excellent host charm authentic building display clean lovely area,0.9169,Positive
19458,Begijnhof Hotel,Saudi Arabia,9.2,nothing good location beautiful outside garden use staff great clean comfortable fair space love first time last,0.9011,Positive
19459,Hotel 't Putje,Belgium,9.0,everything accord excellent location friendly people excellent value money,0.9186,Positive
19460,The Plaza Hotel Antwerp,Netherlands,9.2,kind boring modern fresh bed really comfortable large new clean would recommend comfort,0.9286,Positive
19461,Motel One Brussels,United Kingdom,10.0,location good cathedral nice nearby breakfast,0.6908,Positive
19462,B&B La Porte Cochère,Belgium,10.0,everything steven lovely people felt welcome well take care would highly recommend,0.9312,Positive
19463,Violet Suites,Turkey,9.6,super friendly host give u great advise eat clean quiet location,0.9313,Positive
19464,Hotel Van Eyck,United Kingdom,10.0,nothing staff could enough u wonderful wonderful service,0.8126,Positive
19465,Albert Molière,France,10.0,nice charm place well private parking close center spacious clean pleasure stay,0.9186,Positive
19466,Jam Hotel,Germany,9.6,eat expensive,0.0,Neutral
19467,Begijnhof Hotel,Croatia,9.2,take care small package kept without hesitation beautiful garden terrace,0.2187,Neutral
19468,Hotel 't Putje,India,7.0,strange stink probably shut long time covid excellent location staff,0.0516,Neutral
19469,The Plaza Hotel Antwerp,Netherlands,9.2,good value money dinner jane nice min walk restaurant perfect room nicely decorate spacious,0.9287,Positive
19470,Motel One Brussels,Luxembourg,9.6,friendly staff excellent value money good bar excellent breakfast,0.9423,Positive
19473,B&B La Porte Cochère,Belgium,10.0,wonderful historic building beautifully decorate unique style face calm courtyard bright huge bathroom plenty excellent advice take away food due pandemic many close even prepared lovely dinner table u breakfast delicious could well place spend night recommend,0.9843,Positive
19474,Violet Suites,Turkey,10.0,nothing decoration design,0.0,Neutral
19475,Hotel Van Eyck,United Kingdom,9.2,great bedroom space impressive bathroom face square staff excellent bar restaurant great breakfast,0.9451,Positive
19476,Albert Molière,Netherlands,9.0,beautiful house nice decorate high much stay,0.7717,Positive
19477,Jam Hotel,Ireland,6.3,hard park quite dark lobby area,-0.0056,Neutral
19478,Begijnhof Hotel,Italy,9.6,comfortable charm atmosphere,0.7184,Positive
19479,Hotel 't Putje,Netherlands,9.0,none position amaze right center felt really welcome people work really useful nice super,0.8974,Positive
19480,The Plaza Hotel Antwerp,United Kingdom,9.6,old fashion reception judge stayed junior suite beautifully design comfortable clean,0.8658,Positive
19481,Motel One Brussels,Switzerland,9.2,room temperature bit difficult regulate fan thermostat didnt seem make difference modern clean small nice comfy bed quiet good insulation despite central location breakfast good bar stylish right middle tram didnt book breakfast bakery within staff friendly ad provide city advice,0.9231,Positive
19484,Hotel Old Tom,United Kingdom,5.4,order pay two day advance per person breakfast poor value money indeed choice cereal corn plastic tube cheese curl fruit orange juice choice roll ham cheese coffee stayed know comparison poor last morning cereal bowl cereal ask share access door always open constant spell urine wobbly insecure close properly due miss good clean two party early floor could manage light final three broken though point fix staff friendly owner welcome enquiry stay whole stay old big disappointment location central bed linen clean nicely decorate,0.743,Positive
19485,B&B La Porte Cochère,United Kingdom,10.0,hospitality service impeccable look forward,0.0,Neutral
19486,Violet Suites,Italy,9.6,even breakfast include owner nicely morning plus coffee tea self area easily connect many public walk cathedral brand new nice terrace show,0.7964,Positive
19487,Hotel Van Eyck,Czech Republic,10.0,could fill mineral water friendly staff easy check check clean nice bath big lot space,0.891,Positive
19488,Albert Molière,Luxembourg,9.0,item say wonderful fine arrival departure great place safe calm nice accommodation owner come kind offer drink,0.9638,Positive
19489,Jam Hotel,Cyprus,9.6,like charge business traveler convenient able access restaurant bar without worry carry cash also although workout space available gym next door open later like exercise good people nice atmosphere value money good location,0.9469,Positive
19490,Begijnhof Hotel,Netherlands,9.6,nothing bed super comfy,-0.4847,Neutral
19491,Hotel 't Putje,Belgium,7.0,short stay checked within meeting return would stay longer right center lovely city,0.5859,Positive
19492,The Plaza Hotel Antwerp,United Kingdom,9.2,nice easy experience clean traditional lovely female staff,0.9042,Positive
19493,Motel One Brussels,France,7.5,nothing special price nice design good location,-0.1754,Neutral
19494,"Radisson Blu Hotel, Bruges",United Kingdom,9.6,excellent location next railway station delay check ready till,0.5994,Positive
19495,Hotel Made In Louise,Australia,9.6,heart good fairly big clean staff helpful near tram stop easy access city good breakfast,0.9001,Positive
19496,nhow Brussels Bloom,Romania,10.0,well excellent breakfast extremely comfortable,0.8553,Positive
19499,Hotel Old Tom,United Kingdom,3.3,fire escape old rusty vertical ladder climb bedroom window banister run insecure bathroom recently cramped expose next sink electrical socket come wall shower thoroughly bed linen threadbare mattress old door door handle come old shabby furniture downstairs go least hour bare floor hall sound could list think description enough illustrate poor condition accommodation location right,-0.802,Negative
19500,B&B La Porte Cochère,Belgium,10.0,everything perfect steven kind warm people go make sure feel comfortable cozy lovely weekend stay breakfast hospitality truly exceptional highly recommend,0.9722,Positive
19501,Violet Suites,New Zealand,10.0,host friendly room modern clean cool funky large shower bed large comfy big plenty space,0.7783,Positive
19502,Hotel Van Eyck,Netherlands,9.6,shower partition glass cover sufficient area avoid splash water bathroom floor friendly staff clean,0.5719,Positive
19503,Albert Molière,Poland,10.0,nothing everything absolutely wonderful interior building make great impression u reflect nature place everything together every place positively get facility host clearly get park ground floor right enter beautiful large door could use living could relax welcome beer coffee feel like small delicious breakfast nice touch host site practically time helpful full professionalism elevator charm magical place balcony street garden beautifully decorate clean comfortable bathroom fast throughout building proximity tram stop literally building additional place thank hospitality,0.9913,Positive
19504,Jam Hotel,United Kingdom,10.0,cool,0.3182,Neutral
19505,Begijnhof Hotel,Kenya,9.6,small self cooking like warm milk,0.5267,Positive
19506,Hotel 't Putje,Italy,9.0,strategic location close city clean nice helpful staff great value money,0.93,Positive
19507,The Plaza Hotel Antwerp,Belgium,9.6,lucky use could left reception,0.4215,Neutral
19508,Motel One Brussels,Turkey,7.9,conditioner bathroom close central station comfortable bed shower nice bar common area,0.7269,Positive
19509,"Radisson Blu Hotel, Bruges",United Kingdom,8.8,comfy bed sofa bed bit less excellent breakfast leave plenty time cue short time work side light safe coffee machine bit iffy staff easy walk take parking right outside,0.8508,Positive
19510,Hotel Made In Louise,Netherlands,10.0,breakfast good cosy clean good value,0.872,Positive
19511,nhow Brussels Bloom,Netherlands,6.7,dark ceiling like ketchup know awful exist still remove,-0.128,Neutral
19512,Renaissance Brussels Hotel,France,9.6,bought expensive breakfast guest access difference breakfast good though friendly staff really helpful find give,0.8479,Positive
19515,Hotel Old Tom,United Kingdom,5.4,awful smell whole come via toilet shower steep accept old building bannister loose breakfast per person expensive opinion,-0.4019,Neutral
19516,B&B La Porte Cochère,Germany,10.0,partner much stay warm welcome enter door sure would miss anything,0.6808,Positive
19517,Violet Suites,Belgium,10.0,minor point like automatic light toilet spacy little terrace outside comfortable bed excellent shower parking nice host,0.9008,Positive
19518,Hotel Van Eyck,United Kingdom,10.0,nice friendly staff,0.7184,Positive
19519,Albert Molière,Belgium,10.0,modern charm house lot character delicious breakfast,0.7506,Positive
19520,Jam Hotel,Spain,6.3,terrible,-0.4767,Neutral
19521,Begijnhof Hotel,Belgium,10.0,mattress hard people prefer would rather soft medium friendly staff beautiful close city center next easy accessible car hour reception everything,0.8625,Positive
19522,Hotel 't Putje,Netherlands,8.0,bathroom motion sensor make difficult use shower take darkness sensor would last little bad smell come bathroom hotel staff kind informative possibly hotel main asset hotel strategically easy find beautiful,0.7178,Positive
19523,The Plaza Hotel Antwerp,Belgium,10.0,spacious modern friendly staff,0.4939,Neutral
19524,Motel One Brussels,Ireland,10.0,great great location nice staff excellent extremely helpful,0.9571,Positive
19525,Citadines Sainte Catherine Brussels,United Kingdom,7.5,room could bit big however location great go right outside door min walk square good eat near,0.7906,Positive
19526,"Radisson Blu Hotel, Bruges",Italy,8.8,complain bed linen full house within couple breakfast expensive even though buffet kind breakfast per person definitely much go city center eat one amaze patisserie may need stay away city center good position near train bus station staff helpful lot space properly,0.9153,Positive
19527,Hotel Made In Louise,United Kingdom,10.0,nothing love design staff recommend,-0.2187,Neutral
19528,nhow Brussels Bloom,United Kingdom,5.8,staff reception desk unfriendly breakfast great awesome,0.7717,Positive
19529,Renaissance Brussels Hotel,Luxembourg,9.2,swim pool cold nice overall experience,0.4215,Neutral
19532,Hotel Old Tom,United Kingdom,4.6,everything else pretty grim dark tatty smelly worn staircase mirror bedroom expensive consider poor level comfort breakfast expensive limited staff friendly,-0.25,Neutral
19533,B&B La Porte Cochère,Netherlands,9.0,beautiful house good friendly,0.875,Positive
19534,Violet Suites,Ireland,9.0,breakfast good host friendly kind intrusive,0.8591,Positive
19535,Hotel Van Eyck,Switzerland,9.6,desk work location style setup design,0.0,Neutral
19536,Albert Molière,United Kingdom,10.0,everything beautiful house great secure parking thank owner,0.9169,Positive
19537,Jam Hotel,United Kingdom,10.0,air conditioner summer clean staff friendly,0.7096,Positive
19538,Begijnhof Hotel,United States,10.0,quiet neighborhood great location staff breakfast good,0.7906,Positive
19539,Hotel 't Putje,Belgium,9.0,comfy covid limit elevator use family spacious clean excellent view city th floor overall good experience,0.8519,Positive
19540,The Plaza Hotel Antwerp,United Kingdom,6.7,breakfast area conservative staff friendly clean big modern fluently,0.7096,Positive
19541,Motel One Brussels,Luxembourg,7.5,parking bar,0.0,Neutral
19542,Citadines Sainte Catherine Brussels,Cyprus,8.8,bathroom smelly although technician come fix unfortunately continued smell furniture toilet bowl bathroom need change renovation also fit carpet need change good wash breakfast area breakfast excellent also friendly staff reception breakfast helpful size bedroom satisfactory view,0.9349,Positive
19543,"Radisson Blu Hotel, Bruges",United Kingdom,9.2,bit soft apart everything else great clean spacious location friendly,0.875,Positive
19544,Hotel Made In Louise,Italy,10.0,nothing wholeheartedly excellent great location near avenue chatelaine comfortable well decorate taste quality material breakfast great staff kind,-0.1989,Neutral
19545,nhow Brussels Bloom,Ireland,10.0,breakfast excellent excellent value money conveniently,0.8689,Positive
19546,Renaissance Brussels Hotel,United Kingdom,9.6,spa clean comfy nice excellent staff good location lovely finish stay,0.9423,Positive
19549,Hotel Old Tom,United Kingdom,5.0,appal filthy stair banister broken dangerous bed skip price much high poor quality presumably location little,-0.8519,Negative
19550,B&B La Porte Cochère,United Kingdom,10.0,real gem place close short walk excellent museum gate well close range good property tastefully furnish spacious comfortable lounge garden sit area welcome local area help u plan stay get time breakfast delicious current covid time everything clean local also follow proper mandatory town,0.9732,Positive
19551,Violet Suites,United Kingdom,7.9,room warm mosquito friendly helpful owner,0.7845,Positive
19552,Hotel Van Eyck,United Kingdom,7.5,nothing everything perfect always pleasure stay perfect location right heart always stay visit old use live city back,-0.3173,Neutral
19553,Albert Molière,United Kingdom,8.0,parking fair distance property lady breakfast told u wear din even though eat shut door shut whilst din beautiful stylish en suite bathroom host helpful good location right next stop,0.8658,Positive
19555,Begijnhof Hotel,Netherlands,6.0,staff cannot consider super helpful one time bar left bar bit boring much go strange pay parking usage sauna breakfast low value money location excellent close center still extremely quiet clean modern good bar garden beautiful,0.7004,Positive
19556,Hotel 't Putje,Bulgaria,9.0,nice friendly helpful staff,0.8316,Positive
19557,The Plaza Hotel Antwerp,Belgium,10.0,comfortable bed,0.5106,Positive
19558,Motel One Brussels,United Kingdom,10.0,modern recently look good location access,0.4404,Neutral
19559,Citadines Sainte Catherine Brussels,Italy,9.2,quite simple old bathroom basic bathtub nonetheless clean comfortable nice apartment well line quiet zone clean comfortable fast check check excellent trade stay day work look quiet place,0.9618,Positive
19560,"Radisson Blu Hotel, Bruges",United Kingdom,8.8,nothing excellent parking facility,-0.4585,Neutral
19561,Hotel Made In Louise,United Kingdom,8.8,nice comfortable location convenient definitely recommend go back,0.8834,Positive
19562,nhow Brussels Bloom,United Kingdom,10.0,detail coffee maker kettle would much easy practical good location near tram stop bus room clean stylish comfortable reception area pleasant recommend,0.9371,Positive
19563,Renaissance Brussels Hotel,United Kingdom,7.5,hotel include breakfast price room nice bed nice,0.6808,Positive
19566,Hotel Old Tom,United Kingdom,5.8,broken shower tap cramped,-0.4767,Neutral
19567,B&B La Porte Cochère,Belgium,10.0,everything perfect place ever stayed,0.5719,Positive
19568,Violet Suites,Turkey,10.0,super new great location clean neat large warm welcome,0.9559,Positive
19569,Hotel Van Eyck,Poland,9.5,poor thing sauna nice design brand new however infrared concept work well could warm nice place good great service flexibility regard breakfast serve time good food restaurant big machine kettle safe well,0.9674,Positive
19570,Albert Molière,Germany,10.0,atmosphere,0.0,Neutral
19572,Begijnhof Hotel,Switzerland,10.0,beautiful set amaze din breakfast convert coach house medieval around stun,0.8126,Positive
19573,Hotel 't Putje,Belgium,9.0,stayed closely open dress little problem great experience stay easy find location nice people work especially thank day,0.8723,Positive
19574,The Plaza Hotel Antwerp,United Kingdom,5.4,dirty lumpy uncomfortable bed hard comfortable light system unpractical one set extremely hot,-0.3818,Neutral
19575,Motel One Brussels,United States,10.0,staff design comfort parking location,0.3612,Neutral
19576,Citadines Sainte Catherine Brussels,Italy,7.9,expensive location location location,0.0,Neutral
19577,"Radisson Blu Hotel, Bruges",Canada,10.0,shower need improvement flood bathroom use friendly helpful staff,0.8402,Positive
19578,Hotel Made In Louise,United Kingdom,9.6,little far walk near station staff friendly breakfast good lot well star good value money,0.91,Positive
19579,nhow Brussels Bloom,Germany,6.7,glass cup day arrival get even day service poor breakfast day boring bar close tourist well stay near city south clean bright general good staff behaviour waffle counter,0.6369,Positive
19580,Renaissance Brussels Hotel,Germany,9.6,staff really friendly really warmly welcome stay really pleasant birthday receive bottle wine also great know breakfast clock walk parliament bus station lead sure would recommend,0.9702,Positive
19583,Hotel Old Tom,United Kingdom,9.2,never disappointed old enjoy appreciate small well run stayed old number past stay next visit old perfect excellent location staff restaurant restaurant light good feel accommodation remains always although may consider old think fitting building history comfortable clean everything short stay look experience go stay look friendly small well run comfortable good food ideally town square old perfect shall continue return,0.9894,Positive
19584,B&B La Porte Cochère,United Kingdom,10.0,beautiful period house great well situate,0.8779,Positive
19585,Violet Suites,Belgium,9.6,nice host lot new accommodation close city center coffee water available even small snack morning even take breakfast,0.4215,Neutral
19586,Hotel Van Eyck,United Kingdom,8.8,gym,0.0,Neutral
19587,Albert Molière,Poland,10.0,really helpful staff clean variety local great breakfast,0.8795,Positive
19589,Begijnhof Hotel,United Kingdom,10.0,great stuff amaze breakfast,0.8225,Positive
19590,Hotel 't Putje,Belgium,9.0,friendly staff,0.4939,Neutral
